ORG_ID,ORG_NAME,ZCTA,Distance,TravelTime,DANCENYC_Budget_Size,DANCENYC_Discipline,NYC_MARKER,Org_ADDRESS,Org_Zip_Code,Org_City,Org_State,lng,lat,ZCTA_lng,ZCTA_lat,orgid,orgname,avg_td,med_td,avg_tt,med_tt
4979,"Dancewave, Inc.",10029,8.890000000000001,47,3,Educational,Brooklyn,45 Fourth Avenue  New York,11217-1903,Brooklyn,NY,-73.978926070000000,40.682891009999999,-73.943875689999999,40.791698130000000,4979,"Dancewave, Inc.",3.270000000000000,2.520000000000000,19.800000000000001,17.000000000000000
4979,"Dancewave, Inc.",11213,3.480000000000000,20,3,Educational,Brooklyn,45 Fourth Avenue  New York,11217-1903,Brooklyn,NY,-73.978926070000000,40.682891009999999,-73.936335720000002,40.671077570000001,4979,"Dancewave, Inc.",3.270000000000000,2.520000000000000,19.800000000000001,17.000000000000000
4979,"Dancewave, Inc.",11213,3.480000000000000,20,3,Educational,Brooklyn,45 Fourth Avenue  New York,11217-1903,Brooklyn,NY,-73.978926070000000,40.682891009999999,-73.936335720000002,40.671077570000001,4979,"Dancewave, Inc.",3.270000000000000,2.520000000000000,19.800000000000001,17.000000000000000
4979,"Dancewave, Inc.",11216,1.990000000000000,14,3,Educational,Brooklyn,45 Fourth Avenue  New York,11217-1903,Brooklyn,NY,-73.978926070000000,40.682891009999999,-73.949316460000006,40.680767510000003,4979,"Dancewave, Inc.",3.270000000000000,2.520000000000000,19.800000000000001,17.000000000000000
4979,"Dancewave, Inc.",11216,1.990000000000000,14,3,Educational,Brooklyn,45 Fourth Avenue  New York,11217-1903,Brooklyn,NY,-73.978926070000000,40.682891009999999,-73.949316460000006,40.680767510000003,4979,"Dancewave, Inc.",3.270000000000000,2.520000000000000,19.800000000000001,17.000000000000000
4979,"Dancewave, Inc.",11216,1.990000000000000,14,3,Educational,Brooklyn,45 Fourth Avenue  New York,11217-1903,Brooklyn,NY,-73.978926070000000,40.682891009999999,-73.949316460000006,40.680767510000003,4979,"Dancewave, Inc.",3.270000000000000,2.520000000000000,19.800000000000001,17.000000000000000
4979,"Dancewave, Inc.",11217,0.060000000000000,1,3,Educational,Brooklyn,45 Fourth Avenue  New York,11217-1903,Brooklyn,NY,-73.978926070000000,40.682891009999999,-73.979344810000001,40.682420950000001,4979,"Dancewave, Inc.",3.270000000000000,2.520000000000000,19.800000000000001,17.000000000000000
4979,"Dancewave, Inc.",11217,0.060000000000000,1,3,Educational,Brooklyn,45 Fourth Avenue  New York,11217-1903,Brooklyn,NY,-73.978926070000000,40.682891009999999,-73.979344810000001,40.682420950000001,4979,"Dancewave, Inc.",3.270000000000000,2.520000000000000,19.800000000000001,17.000000000000000
4979,"Dancewave, Inc.",11221,3.040000000000000,33,3,Educational,Brooklyn,45 Fourth Avenue  New York,11217-1903,Brooklyn,NY,-73.978926070000000,40.682891009999999,-73.927878899999996,40.691340109999999,4979,"Dancewave, Inc.",3.270000000000000,2.520000000000000,19.800000000000001,17.000000000000000
4979,"Dancewave, Inc.",11235,7.710000000000000,34,3,Educational,Brooklyn,45 Fourth Avenue  New York,11217-1903,Brooklyn,NY,-73.978926070000000,40.682891009999999,-73.949657880000004,40.583905219999998,4979,"Dancewave, Inc.",3.270000000000000,2.520000000000000,19.800000000000001,17.000000000000000
